timestamp,present,distance_cm,light_lux,temperature_c,humidity_pct,posture_score,light_on,fan_on,posture_alert_on,energy_used_wh,actions,latency_ms,llm_message
2020-01-01T18:00:00,1,70.0,350.0,25.0,70.0,0.85,0,1,0,0.08333333333333334,turn_on_fan,0.004917000000020932,"I turned on the fan as the environment felt warm/humid (≈25.0°C, 70% RH)."
2020-01-01T18:00:10,1,70.0,350.0,25.01392757660167,70.0,0.85,0,1,0,0.16666666666666669,,0.002583000000000446,
2020-01-01T18:00:20,1,70.0,350.0,25.027855153203344,70.0,0.85,0,1,0,0.25,,0.0018330000000066349,
2020-01-01T18:00:30,1,70.0,350.0,25.041782729805014,70.0,0.85,0,1,0,0.33333333333333337,,0.0016250000000050946,
2020-01-01T18:00:40,1,70.0,350.0,25.055710306406684,70.0,0.85,0,1,0,0.41666666666666674,,0.0014589999999814474,
2020-01-01T18:00:50,1,70.0,350.0,25.069637883008358,70.0,0.85,0,1,0,0.5000000000000001,,0.0013749999999979057,
2020-01-01T18:01:00,1,70.0,350.0,25.08356545961003,70.0,0.85,0,1,0,0.5833333333333335,,0.0013749999999979057,
2020-01-01T18:01:10,1,70.0,350.0,25.0974930362117,70.0,0.85,0,1,0,0.6666666666666669,,0.0013749999999979057,
2020-01-01T18:01:20,1,70.0,350.0,25.11142061281337,70.0,0.85,0,1,0,0.7500000000000002,,0.0012920000000138376,
2020-01-01T18:01:30,1,70.0,350.0,25.125348189415043,70.0,0.85,0,1,0,0.8333333333333336,,0.001291000000014364,
2020-01-01T18:01:40,1,70.0,350.0,25.139275766016713,70.0,0.85,0,1,0,0.916666666666667,,0.0013749999999979057,
2020-01-01T18:01:50,1,70.0,350.0,25.153203342618383,70.0,0.85,0,1,0,1.0000000000000002,,0.001332999999992257,
2020-01-01T18:02:00,1,70.0,350.0,25.167130919220057,70.0,0.85,0,1,0,1.0833333333333335,,0.0013330000000200126,
2020-01-01T18:02:10,1,70.0,350.0,25.181058495821727,70.0,0.85,0,1,0,1.1666666666666667,,0.001291999999986082,
2020-01-01T18:02:20,1,70.0,350.0,25.194986072423397,70.0,0.85,0,1,0,1.25,,0.001332999999992257,
2020-01-01T18:02:30,1,70.0,350.0,25.20891364902507,70.0,0.85,0,1,0,1.3333333333333333,,0.0013339999999917307,
2020-01-01T18:02:40,1,70.0,350.0,25.22284122562674,70.0,0.85,0,1,0,1.4166666666666665,,0.0013339999999917307,
2020-01-01T18:02:50,1,70.0,350.0,25.23676880222841,70.0,0.85,0,1,0,1.4999999999999998,,0.001332999999992257,
2020-01-01T18:03:00,1,70.0,350.0,25.250696378830085,70.0,0.85,0,1,0,1.583333333333333,,0.0012909999999866084,
2020-01-01T18:03:10,1,70.0,350.0,25.264623955431755,70.0,0.85,0,1,0,1.6666666666666663,,0.001332999999992257,
2020-01-01T18:03:20,1,70.0,350.0,25.278551532033426,70.0,0.85,0,1,0,1.7499999999999996,,0.001291999999986082,
2020-01-01T18:03:30,1,70.0,350.0,25.292479108635096,70.0,0.85,0,1,0,1.8333333333333328,,0.0013330000000200126,
2020-01-01T18:03:40,1,70.0,350.0,25.30640668523677,70.0,0.85,0,1,0,1.916666666666666,,0.0013339999999917307,
2020-01-01T18:03:50,1,70.0,350.0,25.32033426183844,70.0,0.85,0,1,0,1.9999999999999993,,0.001291999999986082,
2020-01-01T18:04:00,1,70.0,350.0,25.33426183844011,70.0,0.85,0,1,0,2.0833333333333326,,0.001332999999992257,
2020-01-01T18:04:10,1,70.0,350.0,25.348189415041784,70.0,0.85,0,1,0,2.166666666666666,,0.0012920000000138376,
2020-01-01T18:04:20,1,70.0,350.0,25.362116991643454,70.0,0.85,0,1,0,2.2499999999999996,,0.001291999999986082,
2020-01-01T18:04:30,1,70.0,350.0,25.376044568245124,70.0,0.85,0,1,0,2.333333333333333,,0.001291999999986082,
2020-01-01T18:04:40,1,70.0,350.0,25.389972144846798,70.0,0.85,0,1,0,2.4166666666666665,,0.001250000000008189,
2020-01-01T18:04:50,1,70.0,350.0,25.403899721448468,70.0,0.85,0,1,0,2.5,,0.001332999999992257,
2020-01-01T18:05:00,1,70.0,350.0,25.41782729805014,70.0,0.85,0,1,0,2.5833333333333335,,0.001332999999992257,
2020-01-01T18:05:10,1,70.0,350.0,25.431754874651812,70.0,0.85,0,1,0,2.666666666666667,,0.001332999999992257,
2020-01-01T18:05:20,1,70.0,350.0,25.445682451253482,70.0,0.85,0,1,0,2.7500000000000004,,0.001332999999992257,
2020-01-01T18:05:30,1,70.0,350.0,25.459610027855152,70.0,0.85,0,1,0,2.833333333333334,,0.001250000000008189,
2020-01-01T18:05:40,1,70.0,350.0,25.473537604456826,70.0,0.85,0,1,0,2.9166666666666674,,0.001291000000014364,
2020-01-01T18:05:50,1,70.0,350.0,25.487465181058496,70.0,0.85,0,1,0,3.000000000000001,,0.0012920000000138376,
2020-01-01T18:06:00,1,70.0,350.0,25.501392757660167,70.0,0.85,0,1,0,3.0833333333333344,,0.0013340000000194863,
2020-01-01T18:06:10,1,70.0,350.0,25.515320334261837,70.0,0.85,0,1,0,3.166666666666668,,0.0012920000000138376,
2020-01-01T18:06:20,1,70.0,350.0,25.52924791086351,70.0,0.85,0,1,0,3.2500000000000013,,0.001291999999986082,
2020-01-01T18:06:30,1,70.0,350.0,25.54317548746518,70.0,0.85,0,1,0,3.333333333333335,,0.0013339999999917307,
2020-01-01T18:06:40,1,70.0,350.0,25.55710306406685,70.0,0.85,0,1,0,3.4166666666666683,,0.0013340000000194863,
2020-01-01T18:06:50,1,70.0,350.0,25.571030640668525,70.0,0.85,0,1,0,3.5000000000000018,,0.0018340000000061085,
2020-01-01T18:07:00,1,70.0,350.0,25.584958217270195,70.0,0.85,0,1,0,3.5833333333333353,,0.001874999999984528,
2020-01-01T18:07:10,1,70.0,350.0,25.598885793871865,70.0,0.85,0,1,0,3.6666666666666687,,0.001291999999986082,
2020-01-01T18:07:20,1,70.0,350.0,25.61281337047354,70.0,0.85,0,1,0,3.750000000000002,,0.0012909999999866084,
2020-01-01T18:07:30,1,70.0,350.0,25.62674094707521,70.0,0.85,0,1,0,3.8333333333333357,,0.0012909999999866084,
2020-01-01T18:07:40,1,70.0,350.0,25.64066852367688,70.0,0.85,0,1,0,3.916666666666669,,0.001291999999986082,
2020-01-01T18:07:50,1,70.0,350.0,25.654596100278553,70.0,0.85,0,1,0,4.000000000000003,,0.0012920000000138376,
2020-01-01T18:08:00,1,70.0,350.0,25.668523676880223,70.0,0.85,0,1,0,4.083333333333336,,0.001332999999992257,
2020-01-01T18:08:10,1,70.0,350.0,25.682451253481894,70.0,0.85,0,1,0,4.166666666666669,,0.001291000000014364,
2020-01-01T18:08:20,1,70.0,350.0,25.696378830083564,70.0,0.85,0,1,0,4.250000000000002,,0.0012920000000138376,
2020-01-01T18:08:30,1,70.0,350.0,25.710306406685238,70.0,0.85,0,1,0,4.333333333333335,,0.0013339999999917307,
2020-01-01T18:08:40,1,70.0,350.0,25.724233983286908,70.0,0.85,0,1,0,4.416666666666668,,0.001250000000008189,
2020-01-01T18:08:50,1,70.0,350.0,25.738161559888578,70.0,0.85,0,1,0,4.500000000000001,,0.001291999999986082,
2020-01-01T18:09:00,1,70.0,350.0,25.75208913649025,70.0,0.85,0,1,0,4.583333333333334,,0.0013330000000200126,
2020-01-01T18:09:10,1,70.0,350.0,25.766016713091922,70.0,0.85,0,1,0,4.666666666666667,,0.0012909999999866084,
2020-01-01T18:09:20,1,70.0,350.0,25.779944289693592,70.0,0.85,0,1,0,4.75,,0.0012920000000138376,
2020-01-01T18:09:30,1,70.0,350.0,25.793871866295266,70.0,0.85,0,1,0,4.833333333333333,,0.0012499999999804334,
2020-01-01T18:09:40,1,70.0,350.0,25.807799442896936,70.0,0.85,0,1,0,4.916666666666666,,0.0013339999999917307,
2020-01-01T18:09:50,1,70.0,350.0,25.821727019498606,70.0,0.85,0,1,0,4.999999999999999,,0.001291999999986082,
2020-01-01T18:10:00,1,70.0,350.0,25.83565459610028,70.0,0.85,0,1,0,5.083333333333332,,0.001291999999986082,
2020-01-01T18:10:10,1,70.0,350.0,25.84958217270195,70.0,0.85,0,1,0,5.166666666666665,,0.0012499999999804334,
2020-01-01T18:10:20,1,70.0,350.0,25.86350974930362,70.0,0.85,0,1,0,5.249999999999998,,0.001291999999986082,
2020-01-01T18:10:30,1,70.0,350.0,25.87743732590529,70.0,0.85,0,1,0,5.333333333333331,,0.0012909999999866084,
2020-01-01T18:10:40,1,70.0,350.0,25.891364902506965,70.0,0.85,0,1,0,5.416666666666664,,0.001291999999986082,
2020-01-01T18:10:50,1,70.0,350.0,25.905292479108635,70.0,0.85,0,1,0,5.499999999999997,,0.0012909999999866084,
2020-01-01T18:11:00,1,70.0,350.0,25.919220055710305,70.0,0.85,0,1,0,5.58333333333333,,0.001291000000014364,
2020-01-01T18:11:10,1,70.0,350.0,25.93314763231198,70.0,0.85,0,1,0,5.666666666666663,,0.001332999999992257,
2020-01-01T18:11:20,1,70.0,350.0,25.94707520891365,70.0,0.85,0,1,0,5.7499999999999964,,0.001291999999986082,
2020-01-01T18:11:30,1,70.0,350.0,25.96100278551532,70.0,0.85,0,1,0,5.8333333333333295,,0.001332999999992257,
2020-01-01T18:11:40,1,70.0,350.0,25.974930362116993,70.0,0.85,0,1,0,5.9166666666666625,,0.0012909999999866084,
2020-01-01T18:11:50,1,70.0,350.0,25.988857938718663,70.0,0.85,0,1,0,5.999999999999996,,0.001250000000008189,
2020-01-01T18:12:00,1,70.0,350.0,26.002785515320333,70.0,0.85,0,1,0,6.083333333333329,,0.001291999999986082,
2020-01-01T18:12:10,1,70.0,350.0,26.016713091922007,70.0,0.85,0,1,0,6.166666666666662,,0.001291999999986082,
2020-01-01T18:12:20,1,70.0,350.0,26.030640668523677,70.0,0.85,0,1,0,6.249999999999995,,0.0012920000000138376,
2020-01-01T18:12:30,1,70.0,350.0,26.044568245125348,70.0,0.85,0,1,0,6.333333333333328,,0.001291000000014364,
2020-01-01T18:12:40,1,70.0,350.0,26.05849582172702,70.0,0.85,0,1,0,6.416666666666661,,0.001332999999992257,
2020-01-01T18:12:50,1,70.0,350.0,26.07242339832869,70.0,0.85,0,1,0,6.499999999999994,,0.0012909999999866084,
2020-01-01T18:13:00,1,70.0,350.0,26.08635097493036,70.0,0.85,0,1,0,6.583333333333327,,0.0012920000000138376,
2020-01-01T18:13:10,1,70.0,350.0,26.100278551532032,70.0,0.85,0,1,0,6.66666666666666,,0.001291000000014364,
2020-01-01T18:13:20,1,70.0,350.0,26.114206128133706,70.0,0.85,0,1,0,6.749999999999993,,0.001332999999992257,
2020-01-01T18:13:30,1,70.0,350.0,26.128133704735376,70.0,0.85,0,1,0,6.833333333333326,,0.001332999999992257,
