timestamp,present,distance_cm,light_lux,temperature_c,humidity_pct,posture_score,light_on,fan_on,posture_alert_on,energy_used_wh,actions,latency_ms,llm_message
2020-01-01T18:00:00,1,70.0,300.0,24.0,45.0,0.9,0,0,0,0.0,,0.004165999999999892,
2020-01-01T18:00:10,1,70.0,300.0,24.0,45.0,0.8986072423398329,0,0,0,0.0,,0.0024580000000107294,
2020-01-01T18:00:20,1,70.0,300.0,24.0,45.0,0.8972144846796658,0,0,0,0.0,,0.0017910000000009862,
2020-01-01T18:00:30,1,70.0,300.0,24.0,45.0,0.8958217270194986,0,0,0,0.0,,0.001332999999992257,
2020-01-01T18:00:40,1,70.0,300.0,24.0,45.0,0.8944289693593315,0,0,0,0.0,,0.001332999999992257,
2020-01-01T18:00:50,1,70.0,300.0,24.0,45.0,0.8930362116991644,0,0,0,0.0,,0.001250000000008189,
2020-01-01T18:01:00,1,70.0,300.0,24.0,45.0,0.8916434540389973,0,0,0,0.0,,0.0012499999999804334,
2020-01-01T18:01:10,1,70.0,300.0,24.0,45.0,0.8902506963788301,0,0,0,0.0,,0.0012499999999804334,
2020-01-01T18:01:20,1,70.0,300.0,24.0,45.0,0.8888579387186629,0,0,0,0.0,,0.0012499999999804334,
2020-01-01T18:01:30,1,70.0,300.0,24.0,45.0,0.8874651810584958,0,0,0,0.0,,0.001250000000008189,
2020-01-01T18:01:40,1,70.0,300.0,24.0,45.0,0.8860724233983287,0,0,0,0.0,,0.0011669999999963654,
2020-01-01T18:01:50,1,70.0,300.0,24.0,45.0,0.8846796657381616,0,0,0,0.0,,0.001209000000002014,
2020-01-01T18:02:00,1,70.0,300.0,24.0,45.0,0.8832869080779945,0,0,0,0.0,,0.001209000000002014,
2020-01-01T18:02:10,1,70.0,300.0,24.0,45.0,0.8818941504178274,0,0,0,0.0,,0.0011669999999963654,
2020-01-01T18:02:20,1,70.0,300.0,24.0,45.0,0.8805013927576602,0,0,0,0.0,,0.001250000000008189,
2020-01-01T18:02:30,1,70.0,300.0,24.0,45.0,0.879108635097493,0,0,0,0.0,,0.0012920000000138376,
2020-01-01T18:02:40,1,70.0,300.0,24.0,45.0,0.8777158774373259,0,0,0,0.0,,0.001209000000002014,
2020-01-01T18:02:50,1,70.0,300.0,24.0,45.0,0.8763231197771588,0,0,0,0.0,,0.0012080000000025404,
2020-01-01T18:03:00,1,70.0,300.0,24.0,45.0,0.8749303621169917,0,0,0,0.0,,0.001209000000002014,
2020-01-01T18:03:10,1,70.0,300.0,24.0,45.0,0.8735376044568245,0,0,0,0.0,,0.0012080000000025404,
2020-01-01T18:03:20,1,70.0,300.0,24.0,45.0,0.8721448467966574,0,0,0,0.0,,0.001250000000008189,
2020-01-01T18:03:30,1,70.0,300.0,24.0,45.0,0.8707520891364903,0,0,0,0.0,,0.001250000000008189,
2020-01-01T18:03:40,1,70.0,300.0,24.0,45.0,0.8693593314763232,0,0,0,0.0,,0.001250000000008189,
